norm_title,Genres,Year,$Worldwide
the amazing spiderman,"Action, Adventure, Science Fiction",2012,757930663.0
criminal,"Crime, Music, Romance",2015,38803993.0
vacation,Comedy,2015,107228221.0
entourage,"Comedy, Drama",2015,49263404.0
cabrini,"History, Drama",2024,20590343.0
the secret of the gods,,2012,67537798.0
magic mike xxl,"Comedy, Drama",2015,122613057.0
drive angry,"Fantasy, Thriller, Action, Crime",2011,40909909.0
my week with marilyn,"Drama, Romance",2011,35057696.0
stand by me,"Animation, Family, Science Fiction, Fantasy, Adventure",2021,11900000.0
luca,"Animation, Comedy, Fantasy, Adventure, Family",2021,51074773.0
the way way back,"Comedy, Drama",2013,26474920.0
eiga sumikkogurashi aoi tsukiyo no mahô no ko,,2021,9742510.0
colombiana,"Action, Thriller, Crime, Drama",2011,63458440.0
power rangers,"Action, Adventure, Science Fiction",2017,142337240.0
the lord of the rings the fellowship of the ring 2021 rerelease,,2021,8990599.0
the tree of life,"Drama, Fantasy",2011,58386787.0
hidden figures,"Drama, History",2016,235956898.0
redeeming love,"Romance, Drama, Western",2022,9464198.0
a wrinkle in time,"Adventure, Science Fiction, Family, Fantasy",2018,132675864.0
gangster squad,"Crime, Drama, Action, Thriller",2013,105200903.0
hereditary,"Horror, Mystery, Thriller",2018,79996301.0
real steel,"Action, Science Fiction, Drama",2011,299268508.0
hello mr billionaire,Comedy,2018,366961907.0
bride wars,"Comedy, Romance",2015,27670000.0
ghost in the shell,"Action, Animation, Science Fiction",2017,169801921.0
underworld awakening,"Fantasy, Action, Horror",2012,160112671.0
bad boys for life,"Thriller, Action, Crime",2020,426505244.0
john wick chapter 4,"Action, Thriller, Crime",2023,440180275.0
if you are the one 2,"Comedy, Romance, Fantasy",2010,76085443.0
thermae romae ii,"Comedy, Fantasy, Science Fiction",2014,42473163.0
doraemon the movie the new records of nobitas spaceblazer 2014 rerelease,,2014,35861856.0
need for speed,"Action, Crime, Drama, Thriller",2014,203277636.0
luckkey,"Action, Comedy, Crime",2016,48913975.0
kaguyasama love is war,"Comedy, Romance",2021,8794981.0
the black phone,"Horror, Thriller",2022,161440742.0
welcome to germany,"Comedy, Drama",2016,28036021.0
the changeup,Comedy,2011,75450437.0
wonder park,"Comedy, Animation, Adventure, Family, Fantasy",2019,119559110.0
raid special unit,"Action, Comedy",2017,34598750.0
the hunger games catching fire,"Adventure, Action, Science Fiction",2013,865011746.0
from today its my turn the movie,"Comedy, Action",2020,47895887.0
a walk among the tombstones,"Crime, Drama, Mystery, Thriller",2014,58834384.0
anyone but you,"Romance, Comedy",2023,220310798.0
minari,Drama,2021,15288578.0
bigfoot family,"Animation, Adventure, Family",2020,11128253.0
a man called otto,"Comedy, Drama",2022,113360085.0
night at the museum secret of the tomb,"Adventure, Comedy, Fantasy, Family",2014,363204635.0
paws of fury the legend of hank,"Animation, Adventure, Comedy, Family",2022,42439184.0
star wars episode vii the force awakens,"Adventure, Action, Science Fiction",2015,2068223624.0
shoplifters,"Drama, Crime, Thriller",2018,67999335.0
the last airbender,"Action, Adventure, Fantasy",2010,319713881.0
midnight sun,"Romance, Drama",2018,27365467.0
deadpool,"Action, Adventure, Comedy",2016,782612155.0
land of legends,"History, Romance, Action, Adventure",2022,10357479.0
uri the surgical strike,"Action, Drama, War",2019,39346577.0
teen titans go to the movies,"Animation, Action, Comedy, Science Fiction",2018,52390236.0
never say die,"Comedy, Fantasy",2017,334530869.0
clifford the big red dog,"Family, Adventure, Comedy, Fantasy, Animation",2021,107347356.0
after we fell,"Romance, Drama",2021,21753705.0
perfect strangers,"Comedy, Drama",2016,31254929.0
the father,Drama,2020,24048935.0
the rum diary,"Comedy, Drama",2011,30134958.0
in the heights,"Drama, Romance",2021,45175167.0
nightlife,"Comedy, Romance",2020,14308789.0
the last warrior,"Fantasy, Family, Adventure, Action, Comedy",2017,30618274.0
jane eyre,"Drama, Romance",2011,34710627.0
nicholas on holiday,"Family, Comedy",2014,27567832.0
time raiders,"Action, Adventure, Fantasy",2016,145819137.0
the 1517 to paris,"Drama, Thriller",2018,57176286.0
breaking in,"Thriller, Crime, Action",2018,51411620.0
blue beetle,"Action, Science Fiction, Adventure",2023,130788072.0
the ministry of ungentlemanly warfare,"Action, Comedy, War",2024,29715044.0
monster family,"Animation, Family, Fantasy, Comedy",2017,27890108.0
easy a,Comedy,2010,75026216.0
threads our tapestry of love,Romance,2020,20474270.0
young detective dee rise of the sea dragon,"Action, Crime, Fantasy, Adventure",2013,98774891.0
hotel transylvania 2,"Animation, Comedy, Family, Fantasy",2015,474800000.0
of gods and men,"Drama, History",2010,43803417.0
good boys,Comedy,2019,111173598.0
the duff,"Romance, Comedy",2015,43709744.0
gone with the bullets,"Adventure, Comedy, Drama, Action",2014,81387479.0
matilda the musical,"Family, Comedy, Fantasy",2022,37289659.0
silent hill revelation,,2011,55362705.0
andalucia revenge of the goddess,"Drama, Crime, Mystery",2011,22929221.0
men in black international,"Comedy, Science Fiction, Action",2019,253890701.0
hollywood adventures,"Comedy, Action",2015,52265070.0
wrath of the titans,"Fantasy, Adventure, Action",2012,301970083.0
anna karenina,"Drama, Romance, History",2012,68929150.0
reset 2017 rerelease,,2017,29949252.0
all your faces,Drama,2023,9065011.0
no more bets,"Drama, Crime",2023,532600264.0
allegiant,"Adventure, Science Fiction, Action, Mystery",2016,179246868.0
the boss,Comedy,2016,78844582.0
season of the witch,"Adventure, Fantasy, Action",2011,91627228.0
to rome with love,"Comedy, Romance, Drama",2012,73244881.0
anna,"Action, Adventure, Thriller",2019,31626978.0
ripd,"Fantasy, Action, Comedy",2013,78324220.0
the witches,"Family, Comedy, Fantasy",2020,29303571.0
the kings man,"Action, Adventure, Thriller",2021,125897478.0
me before you,"Drama, Romance",2016,208445075.0
the boys in the boat,"Drama, History",2023,55501365.0
baaghi 3,"Action, Adventure, Thriller",2020,16726510.0
detective chinatown,"Comedy, Mystery, Action, Adventure",2015,125842935.0
how do you know,"Comedy, Drama, Romance",2010,48668907.0
the specials,"Comedy, Drama",2019,19363826.0
malignant,"Horror, Mystery",2021,34891791.0
spy kids 4 all the time in the world,"Family, Comedy, Action",2011,85564310.0
kung fu panda 4,"Animation, Family, Fantasy, Action",2024,547689492.0
the night house,"Drama, Horror, Mystery, Thriller",2021,15437703.0
championext,"Comedy, Family",2023,12899265.0
the enchanted tinderbox,"Drama, Fantasy, Adventure, Family",2024,11676459.0
saving mr wu,"Crime, Drama, Thriller",2015,31222161.0
jurassic world fallen kingdom,"Action, Adventure, Science Fiction, Thriller",2018,1308467944.0
okay madam,"Comedy, Action",2020,9433525.0
beginning of the great revival,"Drama, Action, History, War",2011,58309289.0
weathering with you,"Animation, Drama, Fantasy, Romance",2019,192495409.0
assassination classroom the graduation,"Science Fiction, Comedy, Action",2016,31352921.0
suzume,"Animation, Drama, Adventure, Fantasy",2022,133473559.0
agneepath,"Action, Crime, Drama",2012,26001696.0
pet sematary,"Horror, Thriller",2019,113118226.0
speak no evil,"Horror, Thriller",2024,76756109.0
migration,"Animation, Action, Adventure, Comedy, Family",2023,299863204.0
the boss baby,"Animation, Comedy, Family",2017,527965936.0
padmaavat,"Drama, History, Romance",2018,22991060.0
the equalizer,"Thriller, Action, Crime",2014,192330738.0
kingdom of the planet of the apes,"Science Fiction, Adventure, Action",2024,397378150.0
justin bieber never say never,"Music, Documentary, Family",2011,99036827.0
the lone ranger,"Action, Adventure, Western",2013,260502115.0
alvin and the chipmunks the road chip,"Family, Adventure, Comedy, Music, Animation",2015,234798636.0
priest,"Action, Fantasy, Horror, Thriller",2011,78309505.0
eternals,"Science Fiction, Action, Adventure",2021,402064899.0
from up on poppy hill,"Animation, Drama",2011,61459425.0
all eyez on me,"History, Drama, Music",2017,55668698.0
ne zha,"Animation, Fantasy, Adventure",2019,726024868.0
aftershock,Drama,2010,100293273.0
judas and the black messiah,"Drama, History",2021,7478009.0
tiny times 30,"Romance, Drama",2014,82320000.0
meng chong guo jiang,,2018,30355804.0
asterix the secret of the magic potion,"Family, Animation, Comedy, Adventure",2018,46205573.0
yesterday once more,"Drama, Romance",2016,27413790.0
just go with it,"Comedy, Romance",2011,214945591.0
rock of ages,"Comedy, Drama, Romance",2012,59418613.0
the whale,Drama,2022,57615635.0
nobunaga concerto the movie,"Action, Comedy, Science Fiction",2016,36187594.0
geostorm,"Action, Science Fiction, Thriller",2017,221900160.0
till,"Drama, History",2022,11498884.0
minions,"Family, Animation, Adventure, Comedy",2015,1159398397.0
nonstop,"Action, Thriller, Mystery",2014,222809600.0
leap 2017 rerelease,,2017,25376094.0
ivan tsarevich the grey wolf,"Animation, Family",2011,26420475.0
the tuche family the american dream,Comedy,2016,35210425.0
100 wolf,"Animation, Family, Fantasy, Adventure",2020,9817950.0
keys to the heart,"Drama, Comedy",2018,25375866.0
spiderman far from home,"Action, Adventure, Science Fiction",2019,1131927996.0
promising young woman,"Thriller, Crime, Drama",2020,18854166.0
hide and seek,"Thriller, Mystery",2013,35461505.0
127 hours,"Adventure, Drama, Thriller",2010,60738797.0
simmba,"Action, Comedy, Crime, Drama",2018,51329025.0
the purge anarchy,"Horror, Thriller",2014,111928365.0
the pirate fairy,"Animation, Family",2014,63998725.0
the croods a new age,"Animation, Family, Adventure, Fantasy, Comedy",2020,215905815.0
chernobyl diaries,"Horror, Thriller",2012,38390020.0
captain phillips,"Action, Drama, Thriller",2013,218791811.0
country strong,"Drama, Romance, Music",2010,20529194.0
the 33,"Drama, History",2015,27972023.0
the gangster the cop the devil,"Crime, Action, Thriller",2019,25775371.0
coming home,"Drama, Romance",2014,47587984.0
race,"Drama, History",2016,25070261.0
escape from mogadishu,"War, Action, Thriller, Drama, History",2021,29902716.0
agent backkom kings bear,Animation,2021,8619446.0
top gun maverick,"Action, Drama",2022,1495696292.0
greta,"Mystery, Thriller, Horror",2019,18653107.0
gravity,"Science Fiction, Thriller, Drama",2013,723192705.0
hello love again,"Romance, Drama",2024,22881613.0
raajneeti,"Drama, Thriller",2010,29459596.0
train to busan,"Horror, Thriller, Action",2016,92742323.0
dont breathe 2,"Thriller, Horror",2021,53785551.0
the big wedding,Comedy,2013,46522137.0
almost christmas,"Comedy, Drama",2016,42580920.0
the prison,"Adventure, Fantasy",2017,21205329.0
terrifier 3,"Horror, Thriller",2024,88632979.0
sex and the city 2,"Comedy, Drama, Romance",2010,290745055.0
nosferatu,"Horror, Fantasy",2024,48324020.0
splice 2010 rerelease,,2010,27127620.0
sex tape,Comedy,2014,126069509.0
think like a man too,"Comedy, Romance",2014,70181428.0
the creator,"Action, Adventure, Science Fiction",2023,104272136.0
look back,"Animation, Drama",2024,12648664.0
the dictator,Comedy,2012,179379533.0
thelma,"Action, Comedy, Adventure",2024,12419513.0
inside llewyn davis,"Drama, Music",2013,32935319.0
rurouni kenshin part ii kyoto inferno,"Action, Adventure, Drama, Fantasy",2014,52696176.0
onegin,Music,2024,9201680.0
let him go,"Thriller, Crime, Western",2020,10835686.0
sunny,"Drama, Comedy",2011,51116421.0
katy perry part of me,"Documentary, Music",2012,32726956.0
the bad guys the movie,"Action, Crime",2019,34024386.0
three billboards outside ebbing missouri,"Crime, Drama",2017,160060063.0
gekijouban tenpesuto 3d,,2011,57082491.0
the ides of march,Drama,2011,76338111.0
escape from planet earth,"Animation, Comedy, Adventure, Family, Science Fiction",2013,74597643.0
extremely loud incredibly close,Drama,2011,55247881.0
the green knight,"Adventure, Drama, Fantasy",2021,18887953.0
dügün dernek,Comedy,2013,36185741.0
alien romulus,"Horror, Science Fiction",2024,350865342.0
inferno,"Mystery, Thriller, Action",2016,220021259.0
the pirates,"Action, Adventure, Comedy, Fantasy",2014,64858224.0
crawl,"Horror, Thriller",2019,91542097.0
the protégé,"Action, Adventure, Thriller",2021,8737253.0
wolf warrior 2,"War, Action, Thriller",2017,870325439.0
645,Comedy,2022,22263336.0
the crossing,,2014,32806475.0
tron legacy,"Adventure, Action, Science Fiction",2010,400062763.0
transcendence,"Thriller, Science Fiction, Drama, Mystery",2014,103039258.0
the amazing spiderman 2,"Action, Adventure, Science Fiction",2014,708982323.0
don,"Animation, Adventure, Drama",2022,8287406.0
houba on the trail of the marsupilami,"Family, Adventure, Comedy",2012,50146474.0
sonic the hedgehog 2,"Action, Adventure, Family, Comedy",2022,405421518.0
men in black³,"Action, Adventure, Comedy, Science Fiction",2012,654213485.0
detective conan the milliondollar pentagram,"Animation, Crime, Mystery, Action",2024,108136957.0
nobody,"Action, Thriller",2021,57510518.0
ghostbusters frozen empire,"Fantasy, Adventure, Comedy",2024,201967521.0
star trek beyond,"Action, Adventure, Science Fiction",2016,343471816.0
how long will i love u,"Comedy, Romance, Drama, Mystery, Fantasy",2018,136796719.0
antman and the wasp,"Action, Adventure, Science Fiction",2018,622674139.0
young adult,"Comedy, Drama",2011,22939027.0
honest candidate,Comedy,2020,10597464.0
godai the wunderkind,"History, Drama",2020,4948225.0
rampage,"Action, Adventure, Science Fiction",2018,428128233.0
longlegs,"Horror, Thriller, Crime",2024,126942386.0
the neighbors,"Thriller, Mystery",2012,31949315.0
super 8,"Thriller, Science Fiction, Mystery",2011,260095986.0
tiny times 40,"Drama, Romance",2015,77750000.0
rehragoutrendezvous,"Comedy, Crime",2023,14127069.0
despicable me,"Animation, Family, Comedy",2010,543239815.0
life,"Horror, Science Fiction, Mystery, Thriller",2017,100541806.0
soul surfer,"Family, Drama",2011,47120948.0
john carter,"Action, Adventure, Science Fiction",2012,284139100.0
the knight of shadows between yin and yang,"Action, Fantasy, Family, Adventure",2019,22936257.0
cop out,"Action, Comedy, Crime",2010,55611001.0
onward,"Family, Animation, Adventure, Comedy, Fantasy",2020,141940042.0
the kids are all right,"Comedy, Drama",2010,34705850.0
scott pilgrim vs the world,"Action, Comedy, Romance",2010,47664559.0
baragaki unbroken samurai,"History, Drama, Action",2021,9481437.0
arthur the king,"Adventure, Drama",2024,40815190.0
irrational man,"Drama, Comedy, Crime",2015,27391084.0
lisa frankenstein,"Comedy, Horror, Romance",2024,9927714.0
barbie,"Comedy, Adventure",2023,1446938421.0
the house with a clock in its walls,"Fantasy, Family, Comedy",2018,131457147.0
space battleship yamato,"Science Fiction, Action, Adventure, Drama",2010,49827298.0
spiderman homecoming,"Action, Adventure, Science Fiction, Drama",2017,880166924.0
downsizing,"Drama, Science Fiction",2017,55003890.0
the confidence man jp episode of the hero,Comedy,2022,23214581.0
vacaciones de verano,"Comedy, Family",2023,8209854.0
cells at work,"Action, Adventure, Comedy, Fantasy",2024,11239820.0
the glass castle,Drama,2017,22088533.0
the master and margarita,"Drama, Fantasy",2024,28004162.0
42,Drama,2013,97470701.0
wonder,"Drama, Family",2017,305937718.0
klassikokkutulek 2 pulmad ja matused,,2020,5543147.0
hotaru the movie its only a little light in my life,"Romance, Comedy",2012,22975341.0
the fate of the furious,"Action, Crime, Thriller",2017,1236005118.0
john wick,"Action, Thriller",2014,86013056.0
mia and the white lion,"Adventure, Family, Drama",2018,35487190.0
jackie,Drama,2016,29777777.0
the ice road,"Action, Thriller",2021,7502846.0
rise of the planet of the apes,"Thriller, Action, Drama, Science Fiction",2011,481800873.0
jiang ziya,"Animation, Action, Fantasy, Adventure",2020,240646355.0
blood moon party,"Comedy, Drama, Thriller",2020,6709383.0
transformers age of extinction,"Science Fiction, Action, Adventure",2014,1104054072.0
mrs harris goes to paris,"Drama, Comedy, History",2022,31182637.0
halloween ends,"Horror, Thriller",2022,104374176.0
the door lock,"Crime, Thriller",2021,36100000.0
the roundup no way out,"Action, Crime, Comedy, Thriller",2023,83410298.0
i wish i could meet you again on the hill where that flower blooms 2023,"War, Romance, History",2023,28933626.0
dolphin tale,"Drama, Family",2011,95932565.0
burlesque,"Drama, Romance",2010,89519773.0
the accidental detective 2 in action,"Comedy, Crime",2018,24243825.0
sicario,"Action, Crime, Thriller",2015,84872444.0
vicky and the treasure of the gods,"Action, Adventure, Comedy, Family",2011,20796153.0
sparkle,"Music, Drama, Romance",2012,24637800.0
i still believe,"Music, Drama, Romance",2020,16069730.0
little white lies 2,"Comedy, Drama, Family, Romance",2019,23623665.0
astérix and obélix god save britannia,"Family, Adventure, Comedy",2012,61319383.0
the invisible man,"Thriller, Science Fiction, Horror",2020,144492724.0
cliff walkers,"Thriller, Crime, History, Drama",2021,181325565.0
dear family,"Drama, Family",2024,8528605.0
hypnotic,"Mystery, Thriller, Science Fiction",2023,16281937.0
those who wish me dead,"Thriller, Action",2021,19107200.0
lights out,Horror,2016,149368835.0
intimate strangers,"Drama, Comedy",2018,39576060.0
kung fu panda 2,"Animation, Family, Comedy",2011,665692281.0
the worlds end,"Comedy, Action, Science Fiction",2013,46089287.0
turning red,"Animation, Family, Comedy, Fantasy",2022,21521622.0
dredd,"Action, Science Fiction",2012,41037742.0
when larry meets mary,,2016,27863090.0
my old classmate,Romance,2014,73052128.0
eyyvah eyvah 2,Comedy,2011,24792348.0
the magic tuche,Comedy,2018,47427990.0
thanksgiving,"Horror, Mystery, Thriller",2023,46553280.0
the last voyage of the demeter,"Horror, Thriller, Fantasy",2023,21786275.0
friends naki on the monster island,"Animation, Comedy, Family",2011,22537428.0
13 assassins,"Adventure, Drama, Action",2010,18689058.0
monkey king hero is back,"Fantasy, Animation, Comedy",2015,153262397.0
to the arctic 3d,Documentary,2012,23695388.0
a werewolf boy,"Romance, Fantasy",2012,46282588.0
im still here,"Drama, History",2024,11100000.0
lincoln,"History, Drama",2012,275293450.0
kill zone 2,"Action, Crime, Thriller",2015,93638358.0
the hangover part ii,Comedy,2011,586764305.0
bayside shakedown the final,"Action, Crime",2012,72867395.0
fantastic beasts the crimes of grindelwald,"Fantasy, Adventure",2018,655755901.0
escape,"Thriller, Action",2024,18456373.0
me myself and mum,Comedy,2013,24991467.0
caught in time,"Action, Crime, Drama",2020,80543319.0
triumph in the skies,"Comedy, Drama, Romance",2015,28085162.0
flying colors,"Comedy, Drama",2015,28525563.0
baba parasi,Comedy,2020,5084342.0
love o2o,"Drama, Comedy, Romance",2016,39969537.0
paw patrol the movie,"Animation, Family, Adventure, Comedy",2021,144327371.0
diary of a wimpy kid,"Comedy, Family",2010,76196538.0
the soul,"Animation, Adventure, Fantasy, Mystery, Drama, Science Fiction",2021,9600000.0
space jam a new legacy,"Family, Animation, Comedy, Science Fiction",2021,163692228.0
resident evil afterlife,"Action, Adventure, Horror, Science Fiction",2010,300228084.0
a beautiful planet,"Documentary, Adventure, Family",2016,25730120.0
sleepless,"Action, Crime, Thriller",2017,32917353.0
t34,"Action, Drama, History, War",2019,37410850.0
argylle,"Action, Adventure, Comedy",2024,96221061.0
overcomer,Drama,2019,38026103.0
the four 3,"Action, Crime, Fantasy",2014,31521335.0
house party,Comedy,2023,9285747.0
paranormal activity the marked ones,"Horror, Thriller",2014,90894962.0
war room,Drama,2015,73267874.0
legend of the fist the return of chen zhen,"Drama, Action, History, Thriller",2010,27390678.0
tokyo revengers,"Action, Drama, Crime",2021,39714624.0
a million ways to die in the west,"Comedy, Western",2014,87189756.0
yolo,"Drama, Comedy, Action",2024,7241561.0
jolly llb 2,"Comedy, Crime",2017,24214186.0
shin ultraman,"Action, Science Fiction",2022,32137136.0
frozen 2023 rerelease sing along,,2023,24845502.0
x,"Horror, Mystery, Thriller",2022,14740889.0
lappel de la forêt,"Adventure, Family, Drama",2020,9317347.0
buddies in india,"Comedy, Action, Adventure",2017,110155128.0
gran turismo,"Adventure, Action, Drama",2023,122076738.0
cloud atlas,"Drama, Science Fiction",2012,130482868.0
ponniyin selvan part i,"Action, Adventure",2022,21888295.0
blades of blood 2010 rerelease,,2010,82177196.0
the lord of the rings the war of the rohirrim,"Animation, Fantasy, Action, Adventure",2024,18184000.0
the big short,"Comedy, Drama",2015,133440870.0
beijing love story,"Drama, Romance",2014,65842375.0
this is not what i expected,"Comedy, Romance",2017,30996615.0
nope,"Horror, Mystery, Science Fiction",2022,171235592.0
smugglers,"Crime, Action",2023,36851831.0
warrior,"Drama, Action",2011,23308615.0
boonie bears to the rescue,"Animation, Family, Adventure",2014,40163675.0
adrift,"Thriller, Romance, Adventure",2018,59945012.0
his only son,"Drama, Fantasy",2023,13817186.0
dallas buyers club,"Drama, History",2013,55198285.0
son of a rich,Comedy,2019,50803834.0
miracle in cell no 7,"Drama, Comedy",2013,82101723.0
magic mikes last dance,"Comedy, Drama, Romance",2023,57105156.0
underworld blood wars,"Fantasy, Action, Thriller",2016,81093313.0
killer elite,"Action, Adventure, Thriller",2011,57084522.0
cars 2,"Animation, Family, Adventure, Comedy",2011,559852396.0
shock wave 2,"Action, Crime, Adventure, Thriller",2020,198921659.0
ghostbusters afterlife,"Fantasy, Comedy, Adventure, Science Fiction",2021,204334455.0
les boules de noël,Comedy,2024,8804443.0
mary and the witchs flower,"Adventure, Animation, Family, Fantasy",2017,41978431.0
deliver us from evil,"Thriller, Crime, Horror",2014,87937815.0
midway,"Action, War, History",2019,127390389.0
dolphin tale 2,"Family, Drama",2014,57824533.0
a dogs journey,"Family, Adventure, Drama",2019,78870908.0
game night,"Mystery, Comedy, Crime",2018,117679066.0
another year,"Drama, Comedy",2010,19722766.0
the spy gone north,"Drama, History, Thriller",2018,38844509.0
antebellum,Horror,2020,7792716.0
mechanic resurrection,"Action, Crime, Thriller",2016,125729635.0
act of valor,"Action, Thriller, War",2012,82497035.0
miss granny,"Drama, Comedy, Music",2014,58940254.0
my fairy troublemaker,"Animation, Adventure, Comedy, Family, Fantasy",2022,7177868.0
sucker punch,"Action, Fantasy, Thriller",2011,89792502.0
left behind,"Thriller, Action, Science Fiction",2014,27405896.0
late night,"Comedy, Drama",2019,22386555.0
after,"Romance, Drama",2019,69497587.0
detective conan the fist of blue sapphire,"Animation, Mystery, Crime, Action, Adventure",2019,115448200.0
dearest,Drama,2012,26723916.0
meet miss anxiety,"Comedy, Romance",2014,25948636.0
pretty cure all stars f,"Animation, Action, Adventure, Comedy, Family, Fantasy",2023,8557763.0
the marching band,"Comedy, Drama, Music",2024,11515634.0
liar game reborn,"Drama, TV Movie, Mystery",2012,24549726.0
your turn to kill,"Mystery, Thriller",2021,16511822.0
buffalo kids,"Animation, Adventure, Comedy, Family",2024,7434047.0
snowden,"Drama, History, Crime, Thriller",2016,37357216.0
autumn and the black jaguar,"Adventure, Family",2024,21473459.0
rush,"Drama, Action",2013,95224595.0
bachchhan paandey,"Comedy, Action, Crime",2022,7387882.0
the taking of tiger mountain,"Thriller, War, Adventure",2014,141654055.0
magic mike,"Drama, Comedy",2012,167221571.0
war for the planet of the apes,"Drama, Science Fiction, War",2017,490719763.0
house of gucci,"History, Drama, Crime",2021,153269161.0
hotel transylvania 3 summer vacation,"Animation, Comedy, Family, Fantasy",2018,528583774.0
avatar 2021 rerelease,,2021,57995770.0
sonic the hedgehog 3,"Action, Science Fiction, Comedy, Family",2024,210564198.0
sisu,"Action, War, Adventure",2023,14281199.0
early man,"Family, Comedy, Animation, Adventure",2018,54622814.0
one life,"History, Drama",2023,56475835.0
bad moms,Comedy,2016,183936074.0
something borrowed,"Comedy, Drama, Romance",2011,65100369.0
wanderlust,"Comedy, Romance",2012,23812816.0
benhur,"Action, History, Adventure, Drama",2016,94061311.0
the mummy,"Fantasy, Thriller, Action, Adventure, Horror",2017,409231607.0
the monkey king reborn,"Animation, Action, Fantasy, Family",2021,13017088.0
xxx return of xander cage,"Action, Adventure, Crime",2017,346118277.0
1921,"History, Drama, War",2021,75159828.0
battleship,"Thriller, Action, Adventure, Science Fiction",2012,303025485.0
good deeds,"Drama, Romance",2012,35579177.0
mr six,"Crime, Action, Drama",2015,139191345.0
zombieland double tap,"Comedy, Horror",2019,122810399.0
the amazing maurice,"Animation, Adventure, Comedy, Family, Fantasy",2022,21131530.0
murder on the orient express,"Mystery, Drama, Crime",2017,352789811.0
going the distance,"Comedy, Drama, Romance",2010,42059111.0
annabelle comes home,Horror,2019,231252591.0
dumbo,"Family, Fantasy, Adventure",2019,353284621.0
the lorax,"Animation, Family",2012,348961366.0
talk to me,Horror,2023,92181735.0
fantasy island,"Adventure, Fantasy, Horror, Mystery",2020,49447308.0
the chosen s4 episodes 78,,2024,7768191.0
flight crew,Action,2016,29171110.0
premium rush,"Crime, Action, Thriller",2012,31083599.0
the confidence man jp princess,"Comedy, Mystery",2020,36109913.0
paradox,"Crime, Action, Adventure, Thriller",2017,79226860.0
theres still tomorrow,"Drama, Comedy, War",2023,49685782.0
hitchcock,Drama,2012,27039669.0
alls well ends well 2011,Comedy,2011,31335572.0
bestseller,"Horror, Thriller, Mystery",2010,68813389.0
vaillante,"Animation, Family, Comedy",2022,10143170.0
superwho,"Comedy, Action, Family",2022,14770359.0
dad where are we going 2,,2015,34840000.0
boonie bears the wild life,"Animation, Comedy, Science Fiction, Adventure",2021,78132231.0
collateral beauty,"Drama, Romance",2016,88616021.0
spirited away 2018 rerelease,,2018,70186029.0
secret superstar,"Drama, Music",2017,122026260.0
the perfect secret,"Comedy, Drama",2019,56573047.0
atomic blonde,"Action, Adventure, Thriller",2017,100014025.0
the counselor,"Thriller, Crime, Drama",2013,71009334.0
monster,"Action, Adventure, Crime",2022,20453866.0
detective k secret of virtuous widow,"Mystery, Action, History, Comedy, Crime",2011,32358664.0
christopher robin,"Adventure, Comedy, Family, Fantasy",2018,197744377.0
hostage missing celebrity,Action,2021,13174292.0
the first slam dunk,"Animation, Comedy, Drama",2022,158302288.0
the royal bride,,2020,5830719.0
the dead end,"Crime, Drama, Mystery",2015,47600000.0
europe raiders,"Action, Adventure, Thriller",2018,22435156.0
the king,Documentary,2017,37886707.0
haikyu the dumpster battle,"Animation, Drama",2024,100255784.0
the garfield movie,"Animation, Comedy, Family, Adventure, Action",2024,234572723.0
the wild life,"Animation, Adventure, Comedy, Family",2016,40075446.0
the kashmir files,"History, Drama",2022,24821898.0
the best exotic marigold hotel,"Drama, Comedy",2012,136836156.0
the white haired witch of lunar kingdom,Fantasy,2014,62515046.0
wild city,"Thriller, Action, Crime",2015,24817852.0
how to be single,"Comedy, Romance",2016,112543513.0
extreme job,"Action, Comedy, Crime",2019,119932733.0
red,"Action, Adventure, Comedy, Crime, Thriller",2010,199006387.0
wild tales,"Drama, Thriller, Comedy",2014,31478893.0
jungle bunch operation meltdown,"Animation, Adventure, Comedy, Family",2023,11580770.0
maya the bee movie,"Family, Animation",2014,28638603.0
joker,"Crime, Thriller, Drama",2019,1078751311.0
fall in love at first kiss,"Romance, Comedy",2019,29206238.0
dunkirk,"War, Action, Drama",2017,526045546.0
my big fat greek wedding 2,"Romance, Comedy",2016,90632641.0
the ateam,"Thriller, Action, Adventure, Comedy, Crime",2010,177238796.0
bodies bodies bodies,"Horror, Comedy, Mystery",2022,13929670.0
nasha russia yaytsa sudby,,2010,24022125.0
ae dil hai mushkil,"Romance, Drama",2016,31668920.0
secretly greatly,"Action, Drama, Comedy",2013,43447199.0
the 8year engagement,"Drama, Romance",2017,24425963.0
strays,"Comedy, Adventure",2023,36071267.0
war,"Action, Thriller, Adventure",2019,67179155.0
the heat,"Action, Comedy, Crime",2013,229930771.0
a haunting in venice,"Mystery, Thriller, Crime",2023,122290456.0
song of youth,Drama,2019,49615508.0
nerve,"Mystery, Adventure, Crime",2016,85251425.0
born in china,Documentary,2016,25081168.0
helter skelter,"Drama, Horror",2012,25066699.0
the roommate,"Thriller, Drama, Horror",2011,40492652.0
us and them,"Drama, Romance",2018,209221380.0
muppets most wanted,"Comedy, Adventure, Crime, Family",2014,80383113.0
ip man 4 the finale,"Action, History, Drama",2019,176345966.0
mr go,"Drama, Comedy",2013,26835201.0
let me in,"Drama, Horror, Mystery",2010,27093592.0
pokémon the movie i choose you,"Family, Animation, Adventure, Fantasy",2017,37552144.0
fighting with my family,Comedy,2019,41503392.0
